Aktivitätstyp,Datum,Favorit,Titel,Distanz,Kalorien,Zeit,Ø Herzfrequenz,Maximale Herzfrequenz,Ø Schrittfrequenz (Laufen),Max. Schrittfrequenz (Laufen),Ø Pace,Beste Pace,Anstieg gesamt,Abstieg gesamt,Ø Schrittlänge,Training Stress Score®,Schritte,Dekompression,Beste Rundenzeit,Anzahl der Runden,Zeit in Bewegung,Verstrichene Zeit,Minimale Höhe,Maximale Höhe
Laufbandtraining,2020-04-20 19:05:09,false,"Locker laufen","4,83","271","00:31:55","155","180","163","173","6:37","6:05","--","--","0,93","0,0","5.238","Nein","00:05:23,6","5","00:31:45","00:32:51","--","--"
Laufen,2020-04-18 16:34:30,false,"Pliening - Gleichmäßiger Lauf","10,33","623","01:02:10","180","199","175","186","6:01","4:55","13","17","0,95","0,0","10.944","Nein","00:02:31,3","12","01:02:00","01:03:26","489","505"
Laufen,2020-04-16 11:40:32,false,"Pliening - Bergtraining","6,73","414","00:45:37","170","201","159","193","6:47","4:23","48","45","0,92","0,0","7.312","Nein","00:00:01,4","21","00:42:50","00:46:10","504","527"
Laufen,2020-04-14 16:52:01,false,"Pliening - Wiederholungen mit Zielpace","6,76","355","00:41:52","163","194","158","196","6:11","4:27","2","4","1,00","0,0","6.896","Nein","00:00:52,8","12","00:41:41","00:43:00","498","505"
Laufen,2020-04-13 12:48:26,false,"Pliening - Locker laufen","4,99","292","00:31:42","166","194","168","184","6:21","5:10","6","6","0,93","0,0","5.418","Nein","00:00:57,6","6","00:30:50","00:33:38","498","505"
Laufen,2020-04-10 17:46:46,false,"Pliening - Tempolauf","7,00","400","00:43:50","170","202","154","220","6:16","4:38","6","8","1,05","0,0","7.230","Nein","00:03:07,8","10","00:43:40","00:44:11","497","506"
Laufen,2020-04-08 11:39:40,false,"Pliening - Supersätze","5,43","331","00:34:03","174","208","162","215","6:16","3:07","2","2","1,00","0,0","5.728","Nein","00:00:45,3","9","00:33:49","00:34:09","500","506"
Laufen,2020-04-06 16:41:35,false,"Pliening - Locker laufen","4,92","287","00:32:03","161","178","167","182","6:31","5:45","4","4","0,92","0,0","5.402","Nein","00:00:30,8","6","00:31:26","00:35:06","499","506"
Laufen,2020-04-04 10:14:26,false,"Pliening - Gleichmäßiger Lauf","8,15","485","00:48:30","177","205","169","188","5:57","4:19","4","8","0,99","0,0","8.420","Nein","00:00:03,3","12","00:48:02","00:52:17","494","505"
Laufen,2020-04-02 16:18:42,false,"Pliening - Bergtraining","5,90","336","00:36:17","168","202","168","203","6:09","4:08","36","31","0,97","0,0","6.214","Nein","00:00:03,1","13","00:35:32","00:36:36","503","529"
Laufen,2020-04-01 17:39:11,false,"Pliening - Wiederholungen mit Zielpace","6,32","291","00:37:45","155","183","154","196","5:58","4:23","2","2","1,09","0,0","6.276","Nein","00:00:02,1","11","00:37:42","00:37:45","499","505"
Laufbandtraining,2020-03-30 17:38:34,false,"Locker laufen","4,83","264","00:33:02","151","173","162","172","6:51","5:40","--","--","0,90","0,0","5.352","Nein","00:05:34,3","5","00:33:01","00:33:02","--","--"
Laufen,2020-03-30 17:09:52,false,"Pliening Laufen","0,57","26","00:07:50,2","96","104","91","126","13:49","11:36","--","2","0,79","0,0","864","Nein","--:--:--","1","00:06:39","00:07:50,2","497","505"
Laufen,2020-03-30 16:57:08,false,"Pliening Laufen","0,25","11","00:03:08,8","95","99","114","123","12:21","11:59","--","--","0,71","0,0","386","Nein","--:--:--","1","00:03:08","00:03:08,8","506","509"
Laufen,2020-03-30 15:32:01,false,"Pliening Laufen","2,10","100","00:26:55","101","113","112","129","12:48","11:18","11","4","0,70","0,0","3.054","Nein","00:02:47,7","3","00:25:30","00:26:55","497","515"
Laufen,2020-03-28 16:54:51,false,"Pliening - Gleichmäßiger Lauf","6,44","374","00:37:30","181","209","171","193","5:49","4:15","4","6","1,00","0,0","6.606","Nein","00:00:59,4","8","00:37:14","00:37:30","496","505"
Laufen,2020-03-26 16:05:16,false,"Pliening Laufen","0,13","8","00:02:19,7","110","119","56","130","17:39","9:49","--","--","1,02","0,0","182","Nein","--:--:--","1","00:01:12","00:02:19,7","498","501"
Laufbandtraining,2020-03-26 07:41:14,false,"Tempolauf","4,86","299","00:34:32","165","209","145","190","7:07","3:41","--","--","0,88","0,0","5.182","Nein","00:03:05,4","7","00:29:44","00:34:32","--","--"
Laufen,2020-03-24 07:29:18,false,"Pliening - Zeitlauf","6,52","334","00:43:05","156","178","154","191","6:37","4:32","7","7","1,17","0,0","6.952","Nein","00:01:24,2","9","00:40:45","00:43:23","497","505"
Laufen,2020-03-23 17:02:22,false,"Pliening Laufen","1,67","75","00:20:49","89","98","110","181","12:30","6:08","--","5","0,73","0,0","2.356","Nein","00:08:27,3","2","00:20:45","00:20:49","500","508"
Laufen,2020-03-23 16:52:40,false,"Poing Laufen","0,28","12","00:03:36,9","86","93","111","127","12:45","12:14","--","--","0,70","0,0","414","Nein","--:--:--","1","00:03:36","00:03:36,9","504","509"
Laufen,2020-03-23 15:39:15,false,"Pliening Laufen","2,66","125","00:33:40","95","105","109","126","12:40","9:49","15","4","0,73","0,0","3.736","Nein","00:09:21,5","3","00:33:05","00:33:40","529","541"
Laufbandtraining,2020-03-22 10:10:56,false,"Laufbandtraining","4,27","204","00:30:24","139","154","152","166","7:07","6:23","--","--","0,93","0,0","4.656","Nein","00:01:47,3","5","00:28:46","00:36:22","--","--"
Laufbandtraining,2020-03-21 16:05:34,false,"Locker laufen","6,31","349","00:43:02","156","175","159","167","6:49","6:20","--","--","0,92","0,0","6.872","Nein","00:02:28,3","7","00:42:48","00:45:02","--","--"
Laufen,2020-03-19 17:59:34,false,"Pliening - Locker laufen","4,83","260","00:30:58","158","174","166","178","6:25","5:55","2","4","0,94","0,0","5.188","Nein","00:05:13,9","5","00:30:52","00:30:58","489","506"
Laufen,2020-03-18 16:36:56,false,"Pliening - Locker laufen","5,63","345","00:39:08","166","179","161","174","6:57","6:13","4","2","0,89","0,0","6.366","Nein","00:04:15,3","6","00:38:15","00:39:09","496","505"
Laufen,2020-03-18 16:01:11,false,"Pliening Laufen","3,60","208","00:24:32","161","176","160","174","6:49","5:40","2","2","0,92","0,0","3.956","Nein","00:04:13,3","4","00:24:08","00:26:15","495","529"
Laufen,2020-03-17 16:05:03,false,"Pliening Laufen","4,39","247","00:28:59","157","180","163","186","6:36","4:50","6","6","0,93","0,0","4.748","Nein","00:02:20,9","5","00:28:43","00:31:11","489","538"
Laufen,2020-03-16 12:38:02,false,"Pliening - Locker laufen","4,02","228","00:22:20","177","206","170","191","5:33","4:21","4","4","1,06","0,0","3.886","Nein","00:00:06,2","5","00:22:04","00:22:20","508","514"
Laufbandtraining,2020-03-14 17:53:06,false,"Laufbandtraining","1,33","80","00:09:04,0","158","176","160","169","6:48","5:55","--","--","0,92","0,0","1.464","Nein","00:02:11,3","2","00:09:03","00:09:04,0","--","--"
Laufbandtraining,2020-03-14 17:41:33,false,"Einstufungslauf","1,08","64","00:09:00","136","153","156","167","8:19","6:34","--","--","0,77","0,0","1.428","Nein","00:02:00","3","00:08:54","00:09:00","--","--"
Laufbandtraining,2020-03-11 19:12:32,false,"Laufbandtraining","4,93","323","00:32:54","173","199","162","176","6:40","5:21","--","--","0,93","0,0","5.352","Nein","00:06:01,4","5","00:32:34","00:32:54","--","--"
Laufbandtraining,2020-03-09 18:35:47,false,"Laufbandtraining","3,74","247","00:24:29","176","207","164","176","6:33","5:12","--","--","0,93","0,0","4.094","Nein","00:04:45,8","4","00:24:07","00:25:35","--","--"
Laufen,2020-03-09 13:24:52,false,"Pliening Laufen","0,15","8","00:02:21,7","93","98","52","150","15:40","10:38","--","--","1,22","0,0","130","Nein","--:--:--","1","00:01:36","00:02:21,7","494","496"
Laufen,2020-03-08 14:08:21,false,"München Laufen","0,36","23","00:06:01,1","107","118","79","147","16:53","12:24","11","--","0,75","0,0","526","Nein","--:--:--","1","00:05:22","00:06:01,1","509","524"
Laufbandtraining,2020-03-07 15:40:43,false,"Laufbandtraining","5,46","367","00:42:51","155","203","161","200","7:51","4:01","--","--","0,79","0,0","6.940","Nein","00:02:39,2","6","00:42:40","00:42:51","--","--"
Laufen,2020-03-06 23:25:12,false,"Pliening Laufen","0,20","9","00:02:23,8","109","116","97","126","11:57","10:57","--","--","0,86","0,0","258","Nein","--:--:--","1","00:02:16","00:02:23,8","486","531"
Laufbandtraining,2020-03-02 16:10:16,false,"Laufbandtraining","2,42","161","00:19:16","150","169","159","170","7:58","6:23","--","--","0,79","0,0","3.068","Nein","00:03:20,7","3","00:19:00","00:19:16","--","--"
Laufbandtraining,2020-03-01 18:19:21,false,"Laufbandtraining","3,72","243","00:24:56","171","203","166","176","6:42","5:25","--","--","0,90","0,0","4.146","Nein","00:04:22,5","4","00:24:38","00:24:56","--","--"
Laufbandtraining,2020-02-29 18:31:04,false,"Laufbandtraining","2,60","183","00:16:43","188","206","165","178","6:26","5:09","--","--","0,94","0,0","2.838","Nein","00:03:29,8","3","00:16:42","00:16:43","--","--"
Laufbandtraining,2020-02-19 16:45:45,false,"Laufbandtraining","5,93","374","00:42:56","156","190","159","174","7:15","5:28","--","--","0,87","0,0","6.858","Nein","00:06:12,2","6","00:42:40","00:44:29","--","--"
Laufbandtraining,2020-02-17 18:57:20,false,"Laufbandtraining","7,84","525","00:56:30","164","180","159","165","7:13","6:27","--","--","0,87","0,0","8.972","Nein","00:06:03,0","8","00:56:29","00:56:30","--","--"
Laufbandtraining,2020-02-16 14:13:52,false,"Laufbandtraining","4,09","255","00:28:09","160","179","162","173","6:53","5:37","--","--","0,90","0,0","4.568","Nein","00:00:37,5","5","00:27:46","00:28:09","--","--"
Laufbandtraining,2020-02-13 16:04:24,false,"Laufbandtraining","7,00","464","00:48:30","168","198","163","174","6:56","6:02","--","--","0,86","0,0","7.946","Nein","00:05:20,5","7","00:47:54","00:48:30","--","--"
